Participant,Paragraph,PP_Gazes,PP_AOI_Gazes,PP_OffscreenPix,PP_OffscreenProp,PP_2_Gazes,PP_2_AOI_Gazes,PP_2_OffscreenPix,PP_2_OffscreenProp,PP_3_Gazes,PP_3_AOI_Gazes,PP_3_OffscreenPix,PP_3_OffscreenProp,PP_cluster_num_clusters,PP_cluster_avg_duration,PP_cluster_sd_duration,PP_cluster_skew_duration,PP_dispersion,PP_2_cluster_num_clusters,PP_2_cluster_avg_duration,PP_2_cluster_sd_duration,PP_2_cluster_skew_duration,PP_2_dispersion,PP_3_cluster_num_clusters,PP_3_cluster_avg_duration,PP_3_cluster_sd_duration,PP_3_cluster_skew_duration,PP_3_dispersion,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,sentiment,PP_CD,PP_NN,PP_JJ,PP_VBN,PP_VBP,PP_NNS,PP_VBD,PP_VBG,PP_DT,PP_IN,PP_JJS,PP_MD,PP_VB,PP_RB,PP_VBZ,PP_RBS,PP_JJR,PP_WRB,PP_RBR,PP_2_CD,PP_2_NN,PP_2_JJ,PP_2_VBN,PP_2_VBP,PP_2_NNS,PP_2_VBD,PP_2_VBG,PP_2_DT,PP_2_IN,PP_2_JJS,PP_2_MD,PP_2_VB,PP_2_RB,PP_2_VBZ,PP_2_RBS,PP_2_JJR,PP_2_WRB,PP_2_RBR,PP_3_CD,PP_3_NN,PP_3_JJ,PP_3_VBN,PP_3_VBP,PP_3_NNS,PP_3_VBD,PP_3_VBG,PP_3_DT,PP_3_IN,PP_3_JJS,PP_3_MD,PP_3_VB,PP_3_RB,PP_3_VBZ,PP_3_RBS,PP_3_JJR,PP_3_WRB,PP_3_RBR,TUT,Condition,D1,D2,D3,D4,D5,D6,D7,D8
593890eac6aa16000101f037,4,0.2556277428753537,-0.2407341437281569,0.7694594768094559,1.1602470428628016,0.7354399951135211,0.1793770320757449,0.6039536462472492,1.070320574856171,0.1187782717077574,-0.4768293397334278,0.5758869217329478,0.735172326014219,-0.4028278037587289,-0.0659006147929822,-0.0640994606972013,-0.9103042295374176,0.2665597345436902,-0.4030453875819207,-0.070709772129191,-0.1306569385837929,-1.1767462610805994,-0.3627615133208801,-0.4719602958898053,-0.072555615496503,-0.0805465941548485,-1.0500438930533351,-0.4337095579542974,1.1770983868518954,1.3492517622475009,-0.9589940921336454,1.3788709787930729,1.5394537137817328,0.4082482904638631,-0.5883484054145521,0.8366600265340756,1.1078234188139946,2.218800784900916,2.165063509461097,1.3612278194595453,-1.3008872711759818,-0.1147078669352808,1.5811388300841895,1.96116135138184,0.0,0.0,0.0,1.127667777044558,2.3190036174568114,0.0,0.0,-0.4082482904638629,0.0,-0.5443310539518172,0.8781140799175231,0.2433321316961436,0.2773500981126145,-0.5128776445321724,0.5672816854423363,-0.2328451577118997,1.716232660642066,-0.4082482904638629,-0.8111071056538127,2.4494897427831783,1.5811388300841895,1.1547005383792517,0.4082482904638629,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,1.5806695797904056,-0.0632903237089609,-0.3643541272973158,-0.3638907843666212,0.5444806735511223,1.867248408360972,1.10619644309185,2.027570886983737,2.4488839582449704,0.865596996435055,0.0,-0.4083492795292207,-0.6326432878733571,-0.935216060661222,-0.5444806735511224,0.0,-0.4083492795292207,-0.4083492795292207,0.0,1,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,10,-0.8542888764251012,-0.6420840294040184,-0.5712813173049163,-0.6500872101789251,0.2292756603127522,0.3813856886035207,-0.4198692711492593,-0.0984519726597942,-0.7144364128686322,-0.5994165140632998,-0.5132006149006789,-0.599838549856325,-0.5097589978473261,-0.0856154527147428,-0.0352209593123855,-0.7749974563510321,0.1736995569336454,-0.4631949459614837,-0.071902375575669,-0.1136263039491315,-1.3239660260584507,-0.3684684608960174,-0.4719602958898053,-0.0701964334068507,-0.0185744087144838,-0.00565171210862,-0.606434910850827,-1.7045413798674984,-1.7217445800458908,1.330176323323179,-1.715694423994434,-1.6591285607894997,0.4082482904638631,-0.5883484054145521,-1.2549900398011131,-1.477097891751993,-0.6933752452815363,-0.8660254037844387,-1.8149704259460604,-0.886968593983624,-0.917662935482247,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.9315516419063742,-0.6324555320336758,0.0,0.0,-0.4082482904638629,0.0,0.4082482904638629,-0.2744106499742256,-0.0405553552826907,2.218800784900916,-0.1865009616480627,-0.5157106231293968,0.8537655782769662,-0.9534625892455924,-0.4082482904638629,0.3244428422615251,-0.4082482904638629,-0.6324555320336758,1.1547005383792517,1.3608276348795432,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,-0.632643287873357,-1.386588106715432,-1.2133136452489668,-1.212609349684616,-1.360393849050579,-1.0017601148244135,-1.1722899412640049,-0.8118471861292528,-0.4083492795292207,-1.1552720308855984,0.0,-0.4083492795292207,-0.6326432878733571,-0.935216060661222,0.4079565877497282,0.0,-0.4083492795292207,-0.4083492795292207,0.0,0,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,15,-0.6183891668184296,-0.5295844402372997,-0.4309149525781408,-0.4694942554959305,-0.6205043001454491,-0.3936679323601904,-0.4088604225751033,-0.3100401062618225,0.1806123855909774,0.8357504049205668,-0.4042918612373162,-0.0863728283676541,-0.5008480650066097,-0.0691998325745344,-0.0822367827402736,-1.186052633463709,0.8252116016911043,-0.5233445043410466,-0.0777686648612137,0.1096380220953741,0.0096433785203883,1.4946725819110678,-0.4454203375988724,-0.0753187181614142,-0.1079846202736172,-1.0346936583185546,-0.5592438660036532,-0.8490545741226784,-0.9684813262758136,1.1980226496324222,-0.978893137616456,-1.0879531546160657,-2.449489742783178,2.1572774865200244,-1.2549900398011131,-0.6154574548966638,0.2773500981126145,-0.8660254037844387,0.4537426064865151,-0.4730499167912662,-1.7206180040292132,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.9315516419063742,-0.6324555320336758,0.0,0.0,-0.4082482904638629,0.0,2.313406979295224,0.8781140799175231,-0.6083303292403596,-0.6933752452815363,-0.1865009616480627,-0.1547131869388191,-0.2328451577118997,-0.9534625892455924,-0.4082482904638629,1.4599927901768628,-0.4082482904638629,-0.6324555320336758,-0.8660254037844387,-0.5443310539518172,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,1.5806695797904056,0.377808937293196,1.899537920573753,0.4848277809513736,1.496917934851973,0.2733547843690911,-0.7165926643928338,-0.2439635715066546,-0.4083492795292207,0.865596996435055,0.0,-0.4083492795292207,1.5806695797904058,0.935216060661222,2.3128311103514294,0.0,2.4488839582449704,-0.4083492795292207,0.0,0,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,20,0.2148968577634104,0.3126422137946217,-0.4212345136314666,-0.2933060070247162,-0.6760589222577286,-0.768826865911774,-0.1391436325082812,-0.1034897853646044,-0.6757900916916197,-0.5216783059516736,-0.4378022469798893,-0.466717807248151,-0.4295606022808782,-0.0757070243740429,-0.0616926396933666,-0.9468059428208913,-0.052798346429855,-0.5133195779444528,-0.0801401604541838,-0.1358272410545614,-0.3117763656427877,0.4934547780289275,-0.4985002541807382,-0.0797904405784686,-0.0572927712709545,-0.796494851385357,0.8385273976924756,1.1770983868518954,0.9726201353624624,-0.7730829918568188,0.7157498210528929,0.5874947034926754,0.4082482904638631,0.7844645405527362,1.2549900398011131,1.1078234188139946,-0.6933752452815363,0.1443375672974065,0.0,0.3547874375934494,-0.1147078669352808,-0.6324555320336758,0.5883484054145521,0.0,0.0,0.0,0.0980580675690919,0.105409255338946,0.0,0.0,-0.4082482904638629,0.0,-0.5443310539518172,-0.6585855599381418,-1.1761053031980284,-0.6933752452815363,-0.5128776445321724,-1.2377054955105522,-1.3194558937007657,-0.9534625892455924,2.4494897427831783,-0.8111071056538127,-0.4082482904638629,-0.6324555320336758,-0.8660254037844387,-0.5443310539518172,1.016001016001524,0.0,0.0,-0.6324555320336758,0.0,-0.632643287873357,-0.651422671711837,-1.2133136452489668,-0.3638907843666212,0.5444806735511223,0.2733547843690911,-1.1722899412640049,-1.3797308007518507,-0.4083492795292207,-1.1552720308855984,0.0,-0.4083492795292207,-0.6326432878733571,0.0,-0.5444806735511224,0.0,-0.4083492795292207,-0.4083492795292207,0.0,1,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,26,0.1758630928644647,0.3400069787270668,-0.1163006868112303,0.0370469588588105,0.1284543090719487,0.3855083142469446,-0.3317984825560113,0.1131361609422339,-0.2166717961087111,-0.3034133370228773,-0.1278311788610879,-0.1548349245661436,-0.4384715351215946,-0.0755419603149224,-0.0433150670736654,0.0694652155232081,1.1742217699908153,-0.4631949459614837,-0.0810550279134819,-0.1125474674292308,-0.709746444632105,0.2591994230214261,-0.5161935597080267,-0.0680695949951212,0.044859653240474,0.3898118777458636,0.1594338099923011,0.636790930592009,0.4801018540512579,0.727645167004309,0.642069692415095,0.4351812618464262,0.4082482904638631,-0.5883484054145521,0.8366600265340756,1.1078234188139946,-0.6933752452815363,0.1443375672974065,0.0,2.0104621463628805,0.6882472016116854,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.5883484054145521,-0.6324555320336758,0.0,0.0,2.4494897427831783,0.0,-0.5443310539518172,1.2622889898814391,-0.3244428422615251,-0.6933752452815363,-0.5128776445321724,-0.8767080593199744,1.3970709462713993,-0.2860387767736777,-0.4082482904638629,1.4599927901768628,-0.4082482904638629,1.5811388300841895,1.1547005383792517,-0.5443310539518172,1.9050019050028577,0.0,0.0,1.5811388300841895,0.0,-0.632643287873357,0.6718751112946341,0.2016188846704513,-1.212609349684616,-1.360393849050579,-1.0017601148244135,1.10619644309185,-0.2439635715066546,-0.4083492795292207,0.865596996435055,0.0,-0.4083492795292207,-0.6326432878733571,1.870432121322444,-0.5444806735511224,0.0,-0.4083492795292207,-0.4083492795292207,0.0,1,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,31,-0.4418886646666753,-0.3532337328948757,-0.2857083683780283,-0.2844965946011555,-0.0978793365706715,0.4391024476114565,-0.3428073311301673,0.0728336593037523,-0.1254664781309616,-0.20175568026152,-0.0817543984650498,-0.0217141819579697,-0.5008480650066097,-0.0771155709579073,-0.0406556696083806,-1.2194629413331108,0.2752405785245138,-0.4732198723580775,-0.0789106581340319,-0.114581639859615,-0.9116963946947312,0.3641422037191122,-0.4896536014170938,-0.07022502955258,-0.0252674633592057,-0.4253462935127676,-0.2507115366950212,-0.4438239819277636,-0.2731613997188192,-1.3039375793942625,-0.3894521085140739,-0.1740725047385704,0.4082482904638631,-0.5883484054145521,0.4183300132670378,-0.6154574548966638,-0.6933752452815363,-0.8660254037844387,-0.9074852129730302,0.3547874375934494,0.6882472016116854,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.5883484054145521,-0.6324555320336758,0.0,0.0,-0.4082482904638629,0.0,-0.5443310539518172,-1.8111102898298903,2.2305445405479847,-0.6933752452815363,2.4245125014248154,2.011271430204647,-1.3194558937007657,0.3813850356982369,-0.4082482904638629,-0.8111071056538127,-0.4082482904638629,-0.6324555320336758,-0.8660254037844387,1.3608276348795432,-0.7620007620011431,0.0,0.0,1.5811388300841895,0.0,-0.632643287873357,1.848139807300386,0.484605390654335,1.3335463462693684,-0.4079565877497283,-1.0017601148244135,1.10619644309185,0.3239200431159434,-0.4083492795292207,0.865596996435055,0.0,2.4488839582449704,1.5806695797904058,-0.935216060661222,-0.5444806735511224,0.0,-0.4083492795292207,-0.4083492795292207,0.0,0,Neurodivergent,1,0,0,0,1,1,0,0
593890eac6aa16000101f037,36,-0.4452829050926706,-0.2924231441561088,-0.4309149525781408,-0.2933060070247162,-0.5628920994364185,-0.2906022912745905,-0.4584002411588054,-0.4460610492916977,-0.0419904243886146,-0.1897959559366545,-0.3791590719303864,-0.3221867152735622,-0.5097589978473261,-0.0801316580477646,-0.0570496769394117,-0.2215205672166084,0.2904309131525654,-0.5233445043410466,-0.0908950241716633,-0.0168451102549865,-0.492904654196112,1.2404976512599928,-0.4454203375988724,-0.0714475148108655,-0.1128530595780382,-1.3366189489118832,-0.7612318897344712,0.0064322316221416,0.1614135543793022,-0.2198294765751796,0.3473491778639039,0.3590245410233016,0.4082482904638631,-0.5883484054145521,-0.8366600265340756,-0.6154574548966638,0.2773500981126145,0.1443375672974065,0.9074852129730302,-0.0591312395989084,1.4912022701586516,1.5811388300841895,0.5883484054145521,0.0,0.0,0.0,1.814074250028202,0.105409255338946,0.0,0.0,-0.4082482904638629,0.0,-0.5443310539518172,-0.2744106499742256,-0.3244428422615251,0.2773500981126145,-0.5128776445321724,0.2062842492517586,0.8537655782769662,1.0488088481701516,-0.4082482904638629,-0.8111071056538127,-0.4082482904638629,-0.6324555320336758,-0.8660254037844387,-1.4969103983674974,0.1270001270001905,0.0,0.0,-0.6324555320336758,0.0,-0.632643287873357,-0.798455758712556,0.2016188846704513,1.3335463462693684,0.5444806735511223,0.5921335091674673,-0.2608953875216628,0.3239200431159434,-0.4083492795292207,-1.1552720308855984,0.0,-0.4083492795292207,-0.6326432878733571,0.0,-0.5444806735511224,0.0,-0.4083492795292207,2.4488839582449704,0.0,0,Neurodivergent,1,0,0,0,1,1,0,0
596e1af7a09655000197d4bb,4,-0.1381041465400981,-0.3775579683903824,0.3532006021024667,0.3453763936834354,-0.2768886744880166,-0.7317232351209579,0.6424846162567952,0.606841806013633,-0.1903922977083426,-0.7220036883931717,0.4962997555943366,0.5297860374187507,0.4615326817907653,-0.0669828941053127,-0.0744388024008876,1.3583992494156267,0.0636402545062637,0.1383006378341454,-0.0662237545626617,-0.163985005926622,-0.7525945423711953,0.1339046374617937,0.1915386613835165,-0.0671228582933078,-0.146924267694326,0.6289728457044627,-0.5864293461941691,1.1770983868518954,1.3492517622475009,-0.9589940921336454,1.3788709787930729,1.5394537137817328,0.4082482904638631,-0.5883484054145521,0.8366600265340756,1.1078234188139946,2.218800784900916,2.165063509461097,1.3612278194595453,-1.3008872711759818,-0.1147078669352808,1.5811388300841895,1.96116135138184,0.0,0.0,0.0,1.127667777044558,2.3190036174568114,0.0,0.0,-0.4082482904638629,0.0,-0.5443310539518172,0.8781140799175231,0.2433321316961436,0.2773500981126145,-0.5128776445321724,0.5672816854423363,-0.2328451577118997,1.716232660642066,-0.4082482904638629,-0.8111071056538127,2.4494897427831783,1.5811388300841895,1.1547005383792517,0.4082482904638629,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,1.5806695797904056,-0.0632903237089609,-0.3643541272973158,-0.3638907843666212,0.5444806735511223,1.867248408360972,1.10619644309185,2.027570886983737,2.4488839582449704,0.865596996435055,0.0,-0.4083492795292207,-0.6326432878733571,-0.935216060661222,-0.5444806735511224,0.0,-0.4083492795292207,-0.4083492795292207,0.0,0,Neurodivergent,0,0,0,0,0,1,0,0
596e1af7a09655000197d4bb,10,-0.906899603028028,-0.7606646774446139,-0.2857083683780283,-0.3990189561074448,-0.6513679790967154,-0.5709408350274222,-0.2051967239532172,-0.118603223479035,-0.9293099586128216,-0.7519029992053357,-0.4629350362868192,-0.5313764536578355,-0.4384715351215946,-0.0500900002731335,-0.0326560281734774,1.035725496486129,-0.4438767942814146,-0.0621978900977309,-0.0684062247575116,-0.1410639581674308,0.1262609212807825,0.6573219834483908,-0.463113643126161,-0.0700062690251395,-0.0819358255832963,-0.6864440567450236,0.8341265641528293,-1.7045413798674984,-1.7217445800458908,1.330176323323179,-1.715694423994434,-1.6591285607894997,0.4082482904638631,-0.5883484054145521,-1.2549900398011131,-1.477097891751993,-0.6933752452815363,-0.8660254037844387,-1.8149704259460604,-0.886968593983624,-0.917662935482247,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.9315516419063742,-0.6324555320336758,0.0,0.0,-0.4082482904638629,0.0,0.4082482904638629,-0.2744106499742256,-0.0405553552826907,2.218800784900916,-0.1865009616480627,-0.5157106231293968,0.8537655782769662,-0.9534625892455924,-0.4082482904638629,0.3244428422615251,-0.4082482904638629,-0.6324555320336758,1.1547005383792517,1.3608276348795432,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,-0.632643287873357,-1.386588106715432,-1.2133136452489668,-1.212609349684616,-1.360393849050579,-1.0017601148244135,-1.1722899412640049,-0.8118471861292528,-0.4083492795292207,-1.1552720308855984,0.0,-0.4083492795292207,-0.6326432878733571,-0.935216060661222,0.4079565877497282,0.0,-0.4083492795292207,-0.4083492795292207,0.0,0,Neurodivergent,0,0,0,0,0,1,0,0
596e1af7a09655000197d4bb,15,-0.6472402104393894,-0.690732500395032,-0.2373061736446574,-0.2316401200597912,-0.6945771296284884,-0.7564589889815019,-0.1941878753790612,-0.2042460394608083,-0.4052658434525322,-0.5156984437892409,0.0857975302478157,0.0885858619173743,-0.1176779528558029,-0.0635312578516159,-0.0600893793600688,0.7164667773498171,-0.0300093542746806,-0.1323723748738876,-0.0693069363522935,-0.1443171126857808,0.3203922114514203,0.5397743613111242,0.0146056061106307,-0.0635998832442803,-0.1522630342023761,1.136405637148343,0.1579111481758677,-0.8490545741226784,-0.9684813262758136,1.1980226496324222,-0.978893137616456,-1.0879531546160657,-2.449489742783178,2.1572774865200244,-1.2549900398011131,-0.6154574548966638,0.2773500981126145,-0.8660254037844387,0.4537426064865151,-0.4730499167912662,-1.7206180040292132,-0.6324555320336758,-0.7844645405527361,0.0,0.0,0.0,-0.9315516419063742,-0.6324555320336758,0.0,0.0,-0.4082482904638629,0.0,2.313406979295224,0.8781140799175231,-0.6083303292403596,-0.6933752452815363,-0.1865009616480627,-0.1547131869388191,-0.2328451577118997,-0.9534625892455924,-0.4082482904638629,1.4599927901768628,-0.4082482904638629,-0.6324555320336758,-0.8660254037844387,-0.5443310539518172,-0.7620007620011431,0.0,0.0,-0.6324555320336758,0.0,1.5806695797904056,0.377808937293196,1.899537920573753,0.4848277809513736,1.496917934851973,0.2733547843690911,-0.7165926643928338,-0.2439635715066546,-0.4083492795292207,0.865596996435055,0.0,-0.4083492795292207,1.5806695797904058,0.935216060661222,2.3128311103514294,0.0,2.4488839582449704,-0.4083492795292207,0.0,0,Neurodivergent,0,0,0,0,0,1,0,0
